,afemur,atibia,bfemur,btibia
9299,25044,14786,24510,15088
9300,21709,16668,22870,16512
9301,20230,18135,20564,17591
9302,19216,18976,19558,18603
9303,18661,19443,19047,19863
9304,18617,19476,18648,19875
9305,18877,19518,19091,19497
9306,20356,19802,20134,20040
9307,22533,19985,22983,20026
9308,25488,19885,25155,20210
9309,27143,19462,27187,19957
9310,28117,18900,28651,19110
9311,28218,18754,29452,18430
9312,27176,15899,29549,14916
9313,22378,13086,27598,12537
9314,18268,11957,21327,11600
9315,895,0,4166,0
9316,6595,1293,10641,1134
9317,8957,4471,13044,3860
9318,11256,6111,15285,5239
9319,12850,7393,17699,7064
9320,14187,9670,19520,8360
9321,15466,12170,21018,10644
9322,16363,14035,21277,13618
9323,16744,15869,20420,16056
9324,16097,17373,16325,17793
9325,15711,18997,15105,19635
9326,15521,19790,13907,20191
9327,15056,20052,13410,20415
9328,14674,19975,13423,20562
9329,14251,20658,14103,21006
9330,14562,21125,15831,21404
9331,16525,20577,18005,20735
9332,18685,20323,20106,20596
9333,20206,19812,21355,19699
9334,21495,18159,21454,18262
9335,22530,16514,19525,14140
9336,23165,12813,16918,12316
9337,23209,10174,13142,9782
9338,358,0,0,0
9339,5917,0,9100,0
9340,9562,267,10661,618
9341,11824,1488,13110,2197
9342,13419,2368,14395,3198
9343,15160,3833,15746,5125
9344,17411,5527,17169,6632
9345,19629,6716,18420,8884
9346,19361,8304,18233,9864
9347,18095,9625,17239,10988
9348,17570,11042,16736,12747
9349,17231,12161,16522,13541
9350,17432,12874,16736,13636
9351,18122,13206,17434,14551
9352,19322,13444,19586,13966
9353,21298,12521,21620,13252
9354,21841,12395,22937,12253
9355,21785,11778,23509,11697
9356,17819,11272,20017,11367
9357,16119,10356,17183,10123
9358,13369,9267,14649,8848
9359,10108,8637,12068,7414
9360,4038,8230,6571,6276
9361,2595,0,0,0
9362,6074,108,6386,0
9363,8380,633,10181,489
9364,10520,3098,11326,3129
9365,12174,4936,12382,4696
9366,13661,5191,13891,5253
9367,14668,6758,15225,6204
9368,15998,7745,16283,7225
9369,18743,8757,20025,8168
9370,19338,9211,17910,8829
9371,17408,10173,17749,9605
9372,16415,10380,16096,9873
9373,17627,9283,16353,9417
9374,19167,9862,17648,9031
9375,20719,9876,18178,9005
9376,22725,9478,21392,9003
9377,24178,9046,21246,8635
9378,23122,8931,21964,8276
9379,20923,8777,19095,8093
9380,16790,8508,15104,7859
9381,13403,8218,11918,7842
9382,9431,6728,7739,6765
9383,3929,5855,3846,5445
9384,5014,0,0,0
9385,7637,1133,0,0
9386,9457,2255,8325,2151
9387,11473,4301,10708,4194
9388,13136,5491,12090,4303
9389,14442,6463,13881,5348
9390,15839,8376,15748,6420
9391,17674,10490,18830,8675
9392,18613,11842,20420,9541
9393,16723,13237,18249,11248
9394,16172,13924,17027,12181
9395,15748,14593,16649,13167
9396,15804,14709,16823,12795
9397,16411,15677,17211,13422
9398,17851,15667,18291,14457
9399,19603,15173,19698,14049
9400,20902,14812,21274,13798
9401,23238,14306,21708,13291
9402,22444,12672,17765,12679
9403,18820,9760,15350,11586
9404,13302,8253,12076,9538
9405,7979,6831,9226,7538
9406,5637,6072,5569,6005
9407,3752,495,2910,0
9408,8623,1654,7285,738
9409,11610,4077,10897,2696
9410,13922,5340,13498,4237
9411,16050,7266,15674,5398
9412,19059,9569,17717,7210
9413,20685,13333,21484,9231
9414,20916,16222,22440,12522
9415,20458,17697,22092,14120
9416,18604,19007,20562,15692
9417,15138,19624,17641,16483
9418,14218,20409,16910,17364
9419,14483,20461,16871,17335
9420,15109,20271,17388,17520
9421,17068,19451,19665,17666
9422,19337,18791,21431,17897
9423,21251,18168,23783,18061
9424,22099,16222,25011,17202
9425,22549,14206,25769,16432
9426,21560,11334,25345,15461
9427,18437,8943,24633,12000
9428,15627,8705,19525,9755
9429,11804,7562,15607,8487
9430,4543,0,5406,0
9431,6731,657,6776,1293
9432,8988,3223,8689,3043
9433,9820,4114,10732,4210
9434,11705,5847,12185,5471
9435,13070,6577,13617,7000
9436,17151,7786,14017,8181
9437,15129,8823,14883,9575
9438,16815,10590,16102,11069
9439,19498,11688,16409,12315
9440,16949,13100,16700,13473
9441,16895,13321,16975,14228
9442,16436,13825,16933,15184
9443,16759,14359,17263,15325
9444,17389,15171,18753,15755
9445,20809,15543,21664,16382
9446,22295,16040,22981,17258
9447,23149,15609,23985,17457
9448,22114,16544,24290,17223
9449,21294,15694,23555,14813
9450,19017,12705,22524,12707
9451,16278,9821,19713,9478
9452,14643,8551,18456,8690
9453,0,0,2525,0
9454,1533,0,6339,108
9455,6739,0,7427,1486
9456,10149,1656,10025,3732
9457,12199,4217,11461,4819
9458,14717,5711,12628,6176
9459,16007,7259,13362,7743
9460,17151,9362,14340,10793
9461,19892,12815,13279,12409
9462,16895,14456,13634,13050
9463,16467,15576,14475,15075
9464,15942,16996,15305,15628
9465,15534,16167,15346,16515
9466,15463,17667,15449,16502
9467,15742,18461,16253,17020
9468,16690,18645,18721,17166
9469,18638,18741,20784,16624
9470,20278,18307,22120,16122
9471,21242,17718,23935,14349
9472,21226,15649,24734,11862
9473,18636,13404,24228,8394
9474,15865,9154,22003,6992
9475,13154,7665,11790,5364
9476,9723,2238,9525,366
9477,12214,4189,11596,1607
9478,13730,7139,13623,4573
9479,15331,8577,15130,6251
9480,16327,10711,15911,7795
9481,17372,12454,16745,8269
9482,18034,14001,17136,10997
9483,18587,14930,17541,12946
9484,17574,15834,16623,14709
9485,17686,16612,16523,14949
9486,18728,17544,17789,16221
9487,20690,18130,18935,17814
9488,21107,19380,18240,18861
9489,21310,19311,18041,18951
9490,21647,19215,15575,18853
9491,23301,19099,8422,19175
9492,26929,19580,11135,19255
9493,28179,19376,12790,19483
9494,29686,18436,26031,19159
9495,31263,17601,30565,18712
9496,32284,16185,32014,17893
9497,33041,14917,32820,16535
9498,33297,13232,33087,15275
9499,0,0,0,0
9500,0,0,0,0
9501,5223,947,4132,0
9502,6759,2135,6152,2539
9503,8226,3933,7453,3950
9504,9626,5412,9011,5957
9505,10462,6976,10180,7753
9506,11008,9277,11261,10632
9507,11348,11737,11632,11897
9508,11861,12885,11828,12102
9509,13502,13999,13166,14326
9510,14750,14119,14470,14667
9511,15072,14753,15268,15199
9512,15688,15206,15777,15155
9513,17350,15121,16074,15126
9514,19458,15186,19505,14774
9515,20908,14698,21015,12709
9516,21911,12830,22157,11726
9517,22683,10810,23051,8715
9518,21608,7531,22306,6731
9519,18836,5229,19852,5670
9520,8023,3994,10613,4293
9521,0,1843,609,1573
9522,0,0,425,0
9523,3021,1137,2871,0
9524,8168,4361,6734,513
9525,10222,4103,9341,2757
9526,12287,5335,11336,3992
9527,13433,6873,12793,5318
9528,14363,8626,13878,6321
9529,14725,11900,14573,7637
9530,14675,14017,15083,9323
9531,12647,15024,13625,12353
9532,11536,16795,12993,13871
9533,11291,17045,12443,14383
9534,11487,17689,12342,14795
9535,12200,18349,12608,15035
9536,13369,17413,13932,16037
9537,15710,16143,16478,16172
9538,17681,10976,18195,15761
9539,19182,8584,19777,14939
9540,19419,7403,20338,11858
9541,18597,6471,19092,8036
9542,12495,6026,13945,7158
9543,9162,4843,10362,5901
9544,5287,3485,5587,4620
9545,0,0,1681,90
9546,4784,18,1373,0
9547,6690,597,5223,922
9548,8225,1606,8375,1974
9549,10201,3202,9796,2687
9550,11301,3421,10590,5113
9551,11573,5514,11561,6742
9552,12786,7639,12565,8400
9553,12941,10505,13183,11823
9554,12744,11822,12198,13380
9555,13541,13025,13273,14782
9556,15428,13559,14724,16396
9557,16782,15765,15691,16886
9558,16568,16863,16137,17693
9559,16995,17454,16778,18679
9560,17477,17974,16925,19228
9561,20479,17993,18070,19921
9562,21607,17744,20264,19184
9563,22878,16788,21514,16943
9564,23818,15658,22768,15012
9565,23968,13747,23328,12492
9566,22630,11241,22938,9205
9567,19070,7668,20822,7650
9568,4417,0,8458,735
9569,8952,1398,12093,432
9570,11166,2710,14378,3964
9571,14759,5008,16118,5320
9572,16468,6506,18307,7587
9573,18179,8509,19952,9591
9574,19524,9034,22472,11071
9575,21221,11099,24707,12147
9576,23402,11877,22206,13540
9577,22749,13028,20361,14449
9578,21769,13855,19569,15085
9579,20834,14339,19466,14930
9580,20202,14830,18788,14765
9581,20616,13820,20399,14521
9582,21567,13958,23877,15054
9583,23717,13810,26510,14245
9584,26437,12839,27127,13543
9585,27427,12260,27481,12747
9586,28320,11654,23364,12035
9587,29154,10668,20236,10486
9588,29037,9872,16668,9430
9589,25069,8839,13546,8374
9590,18836,7702,8950,7156
9591,1779,0,4584,0
9592,4883,0,6748,0
9593,6617,0,7916,724
9594,8744,1340,9364,3248
9595,10055,2271,10746,4338
9596,11400,3545,11789,4917
9597,12632,4789,12564,6195
9598,14009,5748,12662,8113
9599,13848,7338,12628,9771
9600,15186,8503,13334,11513
9601,16346,9647,15501,13262
9602,16643,11976,16037,13497
9603,17016,13441,16590,14843
9604,16969,15430,17110,15085
9605,17963,15257,20158,16011
9606,21309,15940,21597,15885
9607,22141,16365,23439,15885
9608,23427,16604,24931,16006
9609,23749,16707,25725,15964
9610,23385,16938,25289,15122
9611,22751,16427,23631,12486
9612,16490,15050,16429,9896
9613,13855,10933,11537,7572
9614,5312,0,624,322
9615,7475,347,4513,0
9616,9578,1974,7523,574
9617,10832,3612,9124,3322
9618,11689,5674,10685,4750
9619,13105,7096,12392,6562
9620,14061,8343,13688,7844
9621,13761,10197,14258,9413
9622,13988,11625,14931,11415
9623,14465,12328,14692,12144
9624,15853,13538,15235,13210
9625,17719,14838,16017,11337
9626,18518,15087,17160,15690
9627,19435,14910,17795,16315
9628,21751,14704,18341,16039
9629,23791,14374,21121,16057
9630,25285,14428,22602,15877
9631,26384,14002,23942,15291
9632,26788,14121,24994,14760
9633,26371,13537,25398,14641
9634,25241,12315,25432,13700
9635,22479,10756,24418,12042
9636,17059,7504,20866,10312
9637,10560,2934,11165,3475
9638,13141,4584,13218,5769
9639,14840,7089,14756,7561
9640,16702,8290,16397,8857
9641,18409,10058,18150,10679
9642,20275,11749,19678,11923
9643,21855,12728,20508,12996
9644,25067,14000,21060,14203
9645,24980,15109,20486,15212
9646,21853,15775,19894,15542
9647,21041,16080,19459,15974
9648,20427,16104,19161,15148
9649,20002,15549,19123,15363
9650,20058,15015,19336,14761
9651,20945,14217,20500,14337
9652,23122,14078,23706,14191
9653,26051,13611,26209,13764
9654,27586,12535,27491,13006
9655,28822,12253,28559,12271
9656,29296,12102,28540,11825
9657,28061,11081,29069,11081
9658,23335,9474,25721,9798
9659,20437,8164,18658,8563
9660,0,0,792,270
9661,8957,508,10511,4529
9662,10812,2581,12184,5044
9663,12873,4842,15191,5396
9664,15345,6359,17120,6532
9665,16632,7196,18887,8737
9666,18088,8401,22000,10122
9667,19225,9945,22408,10863
9668,20092,10948,20008,11374
9669,19218,11976,19220,12300
9670,17830,13363,18125,12742
9671,17391,13777,17434,12882
9672,17049,13128,17730,12642
9673,17201,12811,18224,12639
9674,18701,13876,19269,12181
9675,20788,14827,21341,11582
9676,22289,13828,23693,12458
9677,21448,13529,24030,12174
9678,24976,13632,22850,11368
9679,24950,12921,17648,11066
9680,24757,11893,14247,8911
9681,17200,9514,10990,7291
9682,13639,7124,7295,6101
9683,7835,1012,7104,0
9684,10001,2228,8300,1342
9685,11911,5039,10775,4075
9686,13565,6938,12846,5189
9687,14946,7797,14684,7021
9688,16387,10837,15983,8716
9689,17703,12884,17549,12079
9690,18374,14740,18857,13647
9691,17175,16177,18645,15601
9692,16805,17277,16661,17668
9693,16219,18092,15598,18528
9694,15701,18318,15113,19526
9695,15524,18976,14647,19507
9696,15613,19835,14589,19197
9697,16479,20065,15374,20212
9698,18404,19630,16876,20196
9699,20440,19118,19663,19413
9700,22211,17946,21515,18713
9701,23634,15860,22872,16894
9702,24191,13435,23270,13221
9703,23322,10461,21849,10966
9704,17755,9041,17620,9625
9705,14480,7445,14187,8209
9706,9296,2775,9746,0
9707,10989,4371,11157,0
9708,12484,5723,12720,1844
9709,13494,7822,13602,3920
9710,14641,9294,14991,7315
9711,15872,11151,16344,8278
9712,16871,13406,17879,10089
9713,17644,14982,18274,12177
9714,17555,16036,18206,13690
9715,18420,16988,19118,14045
9716,19236,19039,20316,15117
9717,19905,20307,21406,16681
9718,20557,21881,21874,17697
9719,21035,20403,22505,18303
9720,21659,23699,23111,20014
9721,21805,24455,24810,20352
9722,24470,25077,26090,20994
9723,26497,25004,27241,21406
9724,27649,25254,28297,21754
9725,27900,24385,29391,21346
9726,29111,24052,30181,21288
9727,30069,23369,30695,21409
9728,30250,20982,30790,21067
9729,6348,109,8029,815
9730,7799,974,10072,1704
9731,10286,1824,12261,6023
9732,12489,5024,14266,9140
9733,14621,7256,15869,12291
9734,17140,9571,17653,14142
9735,18997,11612,18678,15509
9736,20238,13249,19497,16920
9737,21007,14246,18301,17376
9738,20073,15399,16392,18001
9739,19604,15934,15837,18699
9740,19197,16181,15362,18727
9741,18687,16776,16179,18664
9742,19819,16921,18359,19177
9743,22487,17021,21122,18612
9744,25330,17525,23647,17416
9745,27557,17023,25581,16154
9746,29465,16681,26642,14083
9747,30000,16214,27293,11386
9748,29429,15212,26920,9538
9749,27467,14198,25379,9080
9750,23733,11842,21541,7741
9751,14833,9730,3151,6022
9752,3151,0,8048,12
9753,9499,0,10500,1153
9754,12365,1589,13218,2125
9755,14586,2213,14486,3581
9756,16767,3718,15721,5263
9757,18704,5216,17580,6676
9758,20907,7007,17557,8259
9759,22290,8324,16675,10379
9760,19916,10745,16512,12983
9761,18460,13777,16334,15848
9762,18010,15668,16011,17703
9763,17654,16528,15723,18201
9764,17829,16750,15746,18023
9765,18407,16257,16352,17008
9766,18540,17089,17442,19060
9767,19385,17300,19683,18623
9768,20673,17472,21388,19155
9769,22090,17712,22398,18980
9770,22578,17219,22587,18480
9771,21291,16549,20007,17316
9772,16986,14274,17858,14158
9773,14305,10495,13686,9829
9774,12090,9160,10837,7928
9775,16271,2583,14058,5176
9776,18470,4010,16063,6764
9777,20599,4992,17970,9816
9778,22558,7559,19417,13011
9779,25045,9918,21105,14598
9780,27407,12406,22038,16996
9781,28300,13514,21973,19333
9782,25660,15065,20126,21340
9783,23631,16727,18742,22184
9784,22222,18172,17283,23942
9785,21005,19128,16219,25480
9786,20232,19163,15439,25384
9787,20244,19140,14963,25031
9788,21037,19410,15123,24835
9789,22127,19382,16532,24798
9790,23878,19198,18057,24716
9791,26368,18604,20574,22839
9792,28419,17485,23019,21423
9793,29460,16669,24787,19741
9794,30150,15765,26085,15887
9795,29026,14920,26626,15509
9796,24277,13239,26383,11200
9797,20927,11574,24165,9802
9798,0,0,0,0
9799,5268,0,5540,0
9800,7026,0,6790,0
9801,8690,1786,8639,2466
9802,10176,3614,10115,3961
9803,11543,5412,11661,5661
9804,13123,6682,12876,6787
9805,14170,8340,14251,8392
9806,14438,9614,14925,10536
9807,14233,11769,13746,12163
9808,15599,12238,14569,14356
9809,15958,14471,15301,15334
9810,16235,15387,15656,15974
9811,16881,15919,16416,16104
9812,19727,16110,17734,16584
9813,21398,16195,20580,16779
9814,23013,16206,21765,16520
9815,24012,16026,23180,16212
9816,24757,15882,24097,15914
9817,24617,15618,24366,14877
9818,23556,13770,23815,12324
9819,20460,10995,21585,9616
9820,14791,9557,13930,8161
9821,12144,4867,9860,1638
9822,13811,6269,11821,3677
9823,15265,7801,14342,5165
9824,17196,8977,16287,6074
9825,18735,11170,18242,7457
9826,19758,13562,20154,8858
9827,20191,15183,21793,11654
9828,18220,18088,21584,14490
9829,16327,17539,18034,16191
9830,15000,20913,16273,18638
9831,14170,22063,14825,20318
9832,13646,22319,13855,21887
9833,13470,22997,13244,22751
9834,14365,23044,13141,23672
9835,15319,22513,13983,24836
9836,17382,21946,15267,24401
9837,19229,20880,17512,23966
9838,20844,19515,19679,23211
9839,22209,17368,20899,21535
9840,22745,16873,21945,17595
9841,21985,12485,22053,14708
9842,18279,9558,20930,13129
9843,15278,8891,17893,11369
9844,12854,2375,12488,1008
9845,14301,6078,14450,3572
9846,15848,6104,16493,5798
9847,17484,7888,18958,7844
9848,19141,8866,20952,8653
9849,20452,10335,22369,10358
9850,21501,12845,21893,13223
9851,19835,14511,19059,16126
9852,19263,16497,17842,18827
9853,18643,18736,17098,20331
9854,17817,19718,16673,21622
9855,17413,19624,15945,21069
9856,17391,20381,16332,22243
9857,18013,20915,17098,22975
9858,19244,21734,19199,23825
9859,22396,21809,21502,23550
9860,23789,21394,22697,22538
9861,24791,21290,23829,22297
9862,25373,20267,24158,21098
9863,26247,19639,23586,17758
9864,23668,16854,21111,15500
9865,19793,14897,18907,13001
9866,17227,14093,15785,12257
9867,0,0,0,0
9868,686,0,0,0
9869,6339,1,5790,0
9870,7927,1005,7117,1541
9871,9728,2951,9371,4376
9872,10971,4613,10298,5781
9873,12172,5749,11090,6233
9874,13258,6993,11892,7991
9875,14032,8341,13031,9667
9876,13995,9545,12900,10308
9877,14807,10444,13156,11319
9878,17201,11396,14780,12511
9879,17745,11944,16418,12907
9880,18423,12914,17042,13388
9881,18872,12654,18808,13697
9882,22018,12699,21305,14016
9883,23417,12904,22988,14214
9884,25144,13204,24411,14120
9885,26194,13272,25867,13552
9886,26359,12463,26146,13048
9887,25138,11820,25150,11557
9888,20635,10528,22521,8458
9889,15158,6934,17761,6315
9890,10567,0,9706,0
9891,11968,469,11176,1652
9892,13150,5171,12977,4145
9893,14206,7114,14061,6039
9894,15136,8397,15308,7822
9895,16119,10586,16252,9212
9896,17462,11921,17381,11008
9897,17188,13199,17325,12309
9898,16458,13908,17680,13631
9899,17160,14427,16987,14272
9900,18104,15683,18478,15761
9901,19351,16326,19172,16957
9902,20182,16840,19959,17439
9903,20709,16742,20199,16119
9904,21788,16295,20990,17150
9905,24339,16834,23430,17659
9906,27084,17455,25337,18136
9907,28625,16919,26440,17888
9908,30114,17227,27508,18364
9909,31464,16881,28347,18854
9910,32071,16002,29722,18429
9911,31164,14619,29594,17530
9912,29229,13049,28665,15662
9913,1881,0,0,0
9914,3161,0,3069,0
9915,7272,0,5511,25
9916,9718,694,8944,0
9917,11983,3809,10670,2680
9918,13104,5411,11877,4439
9919,14320,6630,13181,6094
9920,15404,8062,14046,7578
9921,16220,8865,14711,9290
9922,15571,9994,14267,10521
9923,17685,10554,14068,10841
9924,17514,11362,15745,11777
9925,18285,11100,16749,11866
9926,19222,11437,17355,11788
9927,21575,11463,18616,11993
9928,23491,10848,21202,12515
9929,25106,10555,23415,12008
9930,26044,10766,24341,11828
9931,25043,10639,25214,11288
9932,22358,9670,24734,10178
9933,13320,8571,22410,9238
9934,7992,7450,14231,8288
9935,2890,6019,8037,6554
9936,0,0,0,0
9937,1974,0,5513,0
9938,6407,0,6556,0
9939,7405,0,7934,321
9940,8560,32,9115,2439
9941,10239,1656,9830,4065
9942,11151,2906,10723,4927
9943,11845,4222,10682,6914
9944,12141,6360,10680,9699
9945,13343,7298,12688,12155
9946,12954,9339,13540,13840
9947,14451,11049,14082,14423
9948,15146,13116,14719,14704
9949,15665,14376,14938,15658
9950,16163,15335,16022,16208
9951,19095,15444,19852,16483
9952,20726,15486,21285,16559
9953,22240,15582,21497,16549
9954,23237,15384,21911,16181
9955,22962,15408,21318,15153
9956,21212,15364,20014,12317
9957,16614,14300,13023,9580
9958,12918,12095,6850,7884
9959,15802,4850,13215,3097
9960,17599,6776,15546,5832
9961,19217,8017,16919,7140
9962,20361,11559,18272,8563
9963,22072,13049,19946,9909
9964,23786,15220,21683,11101
9965,24722,16638,23427,11682
9966,24844,18673,24873,12071
9967,23584,20154,25322,12798
9968,20993,20722,23119,13167
9969,18929,20433,22446,14285
9970,18641,20477,22507,14808
9971,18742,19548,22728,14425
9972,19509,18932,22969,12981
9973,21655,19341,24248,13552
9974,24598,19567,26626,13836
9975,27247,19296,30226,13722
9976,29030,18717,31509,13652
9977,30099,18101,33038,13731
9978,30325,16832,33286,13589
9979,29250,15057,32744,12916
9980,26320,13680,29439,11880
9981,20811,12229,23358,11393
9982,0,0,0,0
9983,9,0,4607,0
